---- Torque Test Program ----
533,1690,72
483,1786,61
331,1944,62
324,2079,62
422,2208,62
507,2322,72
605,2428,62
699,2527,62
733,2623,62
760,2734,62
701,2830,62
710,2928,62
675,3031,72
686,3141,62
624,3264,62
455,3422,62
337,3579,62
159,3759,62
61,3966,72
58,84,62
57,342,62
58,593,62
58,882,62
58,1120,62
58,1350,62
58,1567,72
58,1770,62
58,1964,62
224,2112,62
421,2252,62
558,2356,62
655,2452,72
714,2543,62
731,2629,62
750,2715,62
742,2817,62
708,2907,62
673,3003,62
633,3107,72
581,3219,62
551,3345,62
427,3487,62
253,3678,62
88,3871,62
58,4079,72
57,229,62
58,482,62
58,732,62
58,1014,62
57,1249,61
58,1469,62
58,1680,72
58,1879,62
58,2054,62
360,2201,62
476,2311,62
537,2409,62
642,2501,72
691,2589,62
736,2675,62
747,2763,62
756,2867,62
769,2962,62
728,3061,62
661,3170,72
544,3289,62
449,3422,62
351,3601,62
141,3783,62
61,3987,62
58,115,72
58,373,62
58,621,62
57,870,62
58,1148,62
58,1374,62
58,1587,71
57,1789,62
58,1983,62
Program Ended.
