---- Torque Test Program ----
603,1672,62
645,1756,61
383,1871,62
323,1991,62
399,2108,72
480,2211,62
548,2303,62
624,2396,62
688,2470,62
733,2538,62
795,2607,72
816,2671,62
805,2738,62
788,2806,62
814,2887,62
804,2962,62
777,3044,62
748,3131,72
702,3229,62
629,3340,62
506,3487,62
346,3633,62
146,3816,62
63,4017,72
59,146,61
58,412,62
58,668,62
58,957,62
57,1195,62
58,1423,72
57,1638,62
58,1841,62
59,2027,62
370,2170,62
456,2266,62
565,2343,62
657,2410,72
665,2470,62
732,2525,62
769,2588,62
753,2644,62
792,2700,62
784,2757,72
784,2816,62
784,2879,62
786,2944,62
750,3027,62
702,3108,62
661,3196,62
588,3296,72
511,3409,62
434,3545,62
272,3730,62
95,3924,62
59,32,62
57,283,72
57,545,62
57,796,62
56,1044,62
58,1318,62
58,1537,62
58,1744,72
57,1938,62
133,2093,62
299,2205,62
463,2305,62
587,2376,62
647,2437,62
721,2495,72
747,2549,62
779,2602,62
794,2665,62
790,2720,62
786,2775,62
799,2835,72
775,2898,62
772,2965,62
773,3038,62
723,3133,62
715,3225,62
628,3327,72
536,3448,62
370,3588,62
237,3755,62
79,3980,62
58,100,62
58,363,62
58,623,72
58,866,62
58,1112,62
57,1383,62
58,1598,62
57,1803,62
58,1994,72
280,2128,62
360,2234,62
500,2317,62
570,2395,62
660,2454,62
751,2510,62
738,2564,72
770,2619,62
803,2671,62
787,2736,62
803,2794,62
797,2854,62
786,2918,72
760,2987,62
742,3063,62
705,3144,62
Program Ended.
