---- Torque Test Program ----
309,1659,5985
285,1720,9882
250,1808,14444
233,1903,12721
253,1994,13679
317,2073,11126
375,2140,9310
405,2202,7457
441,2243,6054
471,2277,4671
519,2307,4226
512,2332,3783
517,2355,3262
546,2377,3697
551,2401,2775
570,2420,2750
550,2438,3237
571,2457,1859
553,2475,2316
563,2490,2337
563,2509,1865
570,2524,2787
582,2542,2329
595,2559,2769
596,2575,2791
593,2591,2309
584,2607,2751
581,2624,1847
592,2643,2313
619,2659,2285
583,2674,2298
593,2690,2768
583,2706,1801
577,2725,1823
588,2742,2272
596,2761,2269
594,2782,3184
584,2802,3147
575,2824,2714
571,2846,3168
578,2868,3606
566,2892,3640
590,2919,3184
579,2951,4547
566,2981,4586
568,3016,5030
549,3053,5450
527,3094,6809
522,3140,6819
507,3192,7152
471,3262,8507
440,3332,9932
404,3415,11679
367,3518,13825
293,3642,17769
150,3793,22362
75,3981,26535
57,158,-30221
57,419,-31027
58,689,-30015
58,949,-31201
57,1198,-31657
58,1436,32144
58,1656,31549
57,1890,26759
97,2055,25707
184,2185,19551
243,2269,11660
347,2318,5638
405,2343,2821
441,2355,1845
470,2364,1382
481,2371,923
482,2378,1381
483,2385,1383
502,2392,925
513,2399,463
537,2406,928
542,2415,1395
524,2424,1378
503,2434,925
531,2442,1381
529,2452,1841
526,2461,926
540,2470,1397
551,2480,937
563,2486,464
587,2492,466
569,2499,1399
571,2506,936
551,2515,1401
591,2524,1405
575,2536,1404
552,2546,1386
582,2556,1860
569,2566,465
565,2575,1855
567,2585,1847
582,2596,1390
601,2609,1854
573,2622,1383
570,2635,2303
570,2647,2762
572,2659,1847
596,2671,1842
575,2682,2313
596,2694,1379
591,2709,2249
593,2722,1811
576,2734,1811
585,2748,1814
598,2758,2271
575,2773,2272
588,2789,2272
605,2809,2733
588,2829,2267
579,2847,3176
578,2866,2732
568,2889,3186
575,2912,3641
560,2937,3206
556,2967,2737
543,2996,4118
547,3028,4584
538,3063,5870
543,3103,5923
505,3147,6835
510,3197,7142
476,3256,8506
433,3335,9543
403,3418,11652
357,3517,13395
283,3639,16866
158,3787,21211
83,3977,27860
57,108,-31159
58,411,-30274
57,679,-30885
58,941,-31199
57,1193,-31516
57,1429,-32341
58,1652,32123
58,1855,27701
90,2054,25964
177,2185,19474
239,2270,12106
337,2320,6518
400,2343,2822
454,2355,925
468,2362,1383
483,2368,464
491,2372,0
504,2376,925
489,2381,463
502,2386,462
502,2392,464
515,2399,928
Program Ended.
