---- Torque Test Program ----
334,1676,62
402,1733,72
292,1827,62
274,1929,62
290,2041,62
342,2124,62
387,2192,62
451,2249,72
482,2296,62
525,2333,62
554,2367,62
576,2403,62
577,2430,62
581,2457,62
604,2483,72
618,2507,62
607,2532,62
606,2560,62
614,2582,62
631,2606,62
640,2630,72
630,2654,62
618,2678,62
614,2707,62
654,2732,62
630,2756,62
631,2783,72
638,2808,61
643,2837,62
646,2871,62
619,2902,62
607,2936,62
602,2971,72
596,3011,62
569,3052,62
582,3098,62
550,3160,62
527,3220,62
508,3292,62
467,3375,72
406,3473,62
332,3592,62
245,3738,62
83,3940,62
61,48,62
58,298,62
58,561,72
56,813,62
58,1063,62
58,1337,62
58,1557,62
58,1763,62
58,1960,72
116,2105,62
209,2205,62
325,2282,62
425,2325,62
488,2354,62
517,2377,72
532,2397,62
539,2413,62
556,2431,62
563,2449,62
545,2468,62
587,2484,62
591,2499,72
592,2516,62
583,2531,62
580,2550,62
605,2567,62
612,2581,62
619,2597,72
591,2613,62
618,2631,62
631,2648,62
635,2670,62
625,2687,62
630,2705,62
628,2724,72
Program Ended.
