---- Torque Test Program ----
100,1646,52
88,1678,41
79,1714,52
74,1769,41
73,1819,52
73,1881,52
72,1939,41
75,1984,52
79,2033,42
81,2068,52
86,2104,41
87,2136,51
93,2155,52
94,2175,42
99,2190,51
91,2204,41
100,2218,52
96,2227,52
101,2237,41
100,2245,52
103,2254,42
102,2260,52
107,2269,51
103,2278,42
102,2285,52
100,2293,42
104,2298,51
99,2305,52
102,2312,42
103,2315,52
103,2320,41
100,2324,52
102,2329,41
103,2334,52
100,2339,52
104,2344,42
105,2347,52
104,2352,41
103,2355,52
103,2360,52
101,2366,42
105,2369,51
99,2373,41
104,2376,52
104,2379,42
102,2384,51
101,2385,52
102,2391,41
101,2392,52
103,2395,41
109,2397,52
103,2400,52
102,2402,41
101,2404,52
102,2407,42
103,2409,52
108,2412,52
99,2414,41
107,2417,52
106,2420,42
102,2421,51
101,2424,42
107,2428,52
103,2431,52
106,2432,41
107,2435,52
101,2437,42
102,2440,52
114,2441,52
106,2444,42
103,2448,52
103,2451,41
107,2454,52
107,2456,42
102,2458,52
108,2461,51
108,2463,42
108,2464,52
101,2467,42
107,2469,52
108,2472,42
106,2474,52
106,2474,52
109,2475,41
105,2476,52
105,2476,42
105,2478,51
109,2479,51
110,2479,41
110,2481,52
111,2481,41
104,2482,52
107,2481,42
107,2481,52
105,2481,51
106,2482,42
107,2481,52
107,2481,42
107,2481,51
