---- Torque Test Program ----
414,1683,62
474,1755,61
376,1866,72
331,1983,62
375,2094,62
471,2211,62
553,2298,62
613,2376,62
678,2446,72
747,2509,62
772,2573,62
792,2635,62
775,2706,62
826,2769,62
765,2832,62
777,2900,72
762,2973,62
748,3052,62
754,3153,62
688,3250,62
570,3362,62
440,3486,72
349,3634,62
143,3808,62
62,4008,62
57,178,62
58,444,62
58,696,72
58,949,62
58,1186,62
57,1415,62
58,1664,62
58,1867,62
58,2048,62
320,2164,72
451,2258,62
534,2332,62
625,2403,62
668,2456,62
714,2506,62
714,2555,72
749,2604,62
780,2653,61
788,2702,62
816,2765,62
779,2819,62
799,2876,72
796,2939,62
736,3006,62
715,3078,62
695,3174,62
629,3267,62
552,3373,72
424,3495,62
331,3642,62
149,3822,62
60,4055,62
58,190,62
58,456,72
58,704,62
58,957,62
59,1197,62
58,1463,62
57,1672,62
58,1875,62
58,2051,72
292,2168,62
424,2260,62
535,2335,62
635,2405,62
675,2459,62
711,2507,72
751,2556,62
740,2604,62
774,2652,62
776,2708,62
775,2759,62
778,2813,62
778,2870,72
793,2929,62
730,2995,62
741,3080,62
667,3162,62
640,3255,62
559,3360,72
451,3482,62
353,3629,62
156,3799,62
67,4026,62
58,158,62
58,425,62
58,677,72
58,930,62
57,1170,62
56,1435,61
58,1650,62
58,1852,62
58,2035,72
331,2156,62
421,2251,62
556,2327,62
614,2396,62
643,2450,62
726,2499,72
729,2547,62
753,2595,62
774,2645,62
801,2703,62
780,2753,62
772,2808,62
Program Ended.
