---- Torque Test Program ----
522,1679,62
458,1747,61
323,1850,72
307,1963,62
308,2065,62
380,2157,62
455,2245,62
536,2311,62
601,2368,62
646,2419,72
640,2469,62
697,2515,62
716,2568,62
712,2616,62
753,2663,62
757,2710,72
742,2759,62
758,2810,62
728,2863,62
740,2929,62
709,2990,62
690,3058,62
701,3131,72
661,3211,62
585,3305,62
519,3434,62
398,3565,62
265,3719,62
91,3899,72
60,10,62
59,257,62
58,522,62
56,814,62
58,1064,62
58,1297,72
58,1519,62
57,1728,62
58,1924,62
77,2104,62
262,2208,62
405,2287,62
488,2345,72
563,2391,62
589,2428,62
600,2462,62
665,2497,62
673,2526,62
711,2556,72
676,2588,62
712,2620,62
705,2655,62
722,2695,62
742,2731,62
759,2770,72
713,2812,62
723,2855,62
725,2904,62
708,2962,62
704,3022,62
670,3085,62
636,3157,72
646,3235,62
577,3328,62
524,3439,62
408,3588,62
244,3742,62
85,3926,62
58,38,72
58,291,62
58,549,62
57,841,62
57,1089,62
58,1323,62
58,1543,72
57,1753,62
59,1948,62
128,2100,62
281,2219,62
405,2293,62
Program Ended.
