---- Torque Test Program ----
376,1679,62
451,1740,72
315,1840,62
295,1947,62
297,2063,62
356,2150,62
425,2222,62
487,2282,72
539,2331,62
572,2375,62
579,2414,62
606,2454,62
604,2485,62
635,2517,62
653,2549,72
664,2581,62
696,2613,62
709,2653,62
693,2686,62
697,2722,62
699,2757,72
716,2796,62
697,2838,62
687,2882,62
691,2934,62
671,2985,62
648,3039,72
645,3099,62
611,3168,61
580,3245,62
545,3349,62
446,3455,62
354,3583,62
250,3735,72
87,3916,62
61,19,62
58,268,62
58,573,62
57,824,62
58,1074,72
57,1310,62
57,1533,62
58,1740,62
57,1969,62
160,2111,62
259,2213,62
376,2285,72
472,2337,62
513,2377,62
582,2414,62
579,2440,61
602,2466,62
629,2491,72
644,2512,62
617,2535,62
626,2561,62
632,2584,62
624,2607,62
623,2629,72
669,2653,62
670,2678,62
655,2701,62
695,2730,62
693,2754,62
682,2780,62
659,2811,72
691,2843,62
660,2879,62
673,2916,62
668,2963,62
690,3009,62
630,3062,72
621,3119,62
585,3183,62
565,3258,62
525,3362,62
427,3465,62
332,3589,62
237,3739,72
Program Ended.
