---- Torque Test Program ----
534,1682,62
470,1755,61
372,1866,72
321,1985,62
367,2095,62
472,2197,62
543,2300,62
614,2378,62
697,2448,62
737,2514,72
760,2577,62
762,2640,62
778,2702,62
813,2776,62
828,2842,62
788,2911,72
745,2985,62
748,3064,62
716,3153,62
646,3268,62
527,3382,62
423,3511,62
318,3665,72
128,3848,62
58,4050,62
58,231,62
57,494,62
58,743,62
58,993,72
58,1232,62
58,1457,62
59,1670,62
57,1903,62
62,2072,62
280,2185,62
446,2273,72
554,2347,62
623,2406,62
658,2469,62
723,2519,62
748,2567,62
745,2615,72
766,2665,62
746,2714,62
791,2767,62
766,2830,62
758,2888,62
756,2951,62
755,3021,72
706,3095,62
655,3181,62
596,3293,62
520,3404,62
450,3535,62
280,3687,72
118,3869,62
58,4074,62
57,219,62
58,525,62
58,778,62
58,1025,62
58,1261,72
58,1485,62
59,1697,62
58,1926,62
93,2087,62
268,2198,62
434,2284,72
561,2353,62
638,2410,62
675,2463,62
702,2521,62
759,2571,62
763,2619,62
787,2669,72
754,2721,62
794,2774,62
797,2838,62
770,2898,62
765,2962,62
758,3032,72
702,3107,62
677,3193,62
589,3288,62
513,3415,62
449,3548,62
254,3707,62
108,3886,72
59,1,62
57,243,62
58,548,62
58,797,62
58,1046,62
57,1282,72
57,1505,62
58,1713,62
57,1913,62
154,2094,62
289,2205,62
435,2290,62
562,2358,72
625,2417,62
661,2468,62
735,2526,62
746,2572,62
769,2620,62
807,2668,72
781,2719,62
790,2769,62
788,2823,62
Program Ended.
